id,record_type,primary_name,alternative_names,medieval_names,modern_names,site_type,historical_category,title_or_designation,description,historical_significance,modern_location,latitude,longitude,coordinate_accuracy,modern_country,modern_region,crusader_state_or_polity,lordship_or_fief,accessibility,wikipedia_url,wikidata_id,primary_sources,secondary_sources,source_notes,uncertainty_notes,fortified_status,visible_remains,has_harbor,wikipedia_he_url,image_filename,crusaderatlas_url,landing_page_url
site/battle-of-harim-1164,site,Battle of Harim (1164),Battle of Harenc,,,Battle (open-field engagement),Military engagement,,"On 12 August 1164, Nur ad-Din invested the strategic Frankish fortress of Harim (Harenc), which guarded the eastern approaches to Antioch. A combined relief army from the County of Tripoli, the Principality of Antioch, the Byzantine Empire, and Cilician Armenia marched to break the siege but was lured into a trap and annihilated. The casualties read like a roll-call of the Frankish north: Bohemond III of Antioch, Raymond III of Tripoli, Hugh VIII of Lusignan, and the Byzantine governor Constantine Coloman were all captured and held for ransom — Raymond III for almost ten years — while the Armenian prince Thoros II escaped the rout. The defeat at Harim was so catastrophic for the leadership of the entire northern Latin East that it permanently shifted the balance of power in Syria toward Nur ad-Din and made the eventual unification of Egypt and Syria under Saladin politically and militarily inevitable.",,"Harem, Idlib Governorate, Syria",36.2,36.517,verified,Syria,,,,,https://en.wikipedia.org/wiki/Battle_of_Harim,Q2034912,,,coordinate source: wikipedia; coordinate status: verified; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,,,,,Nur_ad-Din_Zangi.jpg,https://crusaderatlas.com/?site=battle-of-harim-1164,https://crusaderatlas.com/sites/battle-of-harim-1164/
site/battle-of-inab-1149,site,Battle of Inab (1149),Battle of Ard al-Hatim | Fons Muratus,,,Battle (open-field engagement),Military engagement,,"On 29 June 1149, Nur ad-Din — the Zengid atabeg whose career would re-unite Muslim Syria — destroyed the field army of the Principality of Antioch at Inab, near the village of Ard al-Hatim. Prince Raymond of Poitiers had ridden out with 4,000 cavalry and 1,000 infantry, accompanied by Ali ibn Wafa and a contingent of Nizari Assassins. Nur ad-Din encircled them with 6,000 men and wiped the army out almost to the last man; Raymond and Ali ibn Wafa were both killed and Raymond's skull was sent in a silver box to the caliph in Baghdad. The Principality of Antioch was permanently reduced in size, losing its eastern frontier, and the Crusader north would never again field an independent army capable of major offensive operations.",,"Inab, Idlib Governorate, Syria",36.518,36.954,verified,Syria,,,,,https://en.wikipedia.org/wiki/Battle_of_Inab,Q1328380,,,coordinate source: wikipedia; coordinate status: verified; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,,,,,BattleOfInab.jpg,https://crusaderatlas.com/?site=battle-of-inab-1149,https://crusaderatlas.com/sites/battle-of-inab-1149/
site/fall-of-krak-des-chevaliers-1271,site,Fall of Krak des Chevaliers (1271),Mamluk capture of Krak | Baybars at Krak,,,Siege,Military engagement,,"The Mamluk sultan Baybars arrived before Krak des Chevaliers in late February 1271 with the explicit aim of breaking the back of the Hospitaller presence in northern Syria. After a month of bombardment with trebuchets and the methodical mining of the great southern tower, his sappers broke through the outer wall on 29 March. The garrison, perhaps three hundred knights and sergeants, retreated to the inner enceinte and held out for another five weeks. On 8 April, Baybars produced a forged letter purporting to come from the Hospitaller grand master in Tripoli, ordering the surviving garrison to surrender; the knights marched out under safe conduct. The fall of Krak — together with the surrender of nearby Akkar a month later — effectively ended the Crusader presence in inland Syria and cleared the way for the Mamluk reduction of the remaining coastal cities over the following two decades.",,"Krak des Chevaliers, Homs Gap, Syria",34.757,36.29467,verified,Syria,,County of Tripoli,County of Tripoli,,https://en.wikipedia.org/wiki/Krak_des_Chevaliers#Mamluk_period,Q177549,,,coordinate source: wikipedia; coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%90%D7%A7_%D7%93%D7%94_%D7%A9%D7%91%D7%9C%D7%99%D7%99%D7%94,,https://crusaderatlas.com/?site=fall-of-krak-des-chevaliers-1271,https://crusaderatlas.com/sites/fall-of-krak-des-chevaliers-1271/
site/church-of-st-george-deir-al-asad,site,"Church of St. George, Deir al-Asad",Saint Jorge Labane | Abbey Church of St George (Labeyne),,,Church or religious site,Religious site,,"The remains of a 12th-century Crusader church stand in the shared centre of the twin villages of Deir al-Asad and Bi'ina, the medieval caput of the fief of St George de la Beyne. Denys Pringle identified the building as an abbey church of St George, and Victor Guérin, visiting in 1875, recorded that it had three naves and three apses pierced by narrow windows, consistent with a Carthusian plan. The village took its modern Arabic name — ""the lion's monastery"" — from the conspicuous Frankish ruins at its heart.",,"Deir al-Asad / Bi'ina, Western Galilee",32.91972,35.27194,verified,Israel,,Kingdom of Jerusalem,St George of Labeyne,,https://en.wikipedia.org/wiki/Deir_al-Asad,Q612599,,,coordinate source: wikipedia; coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,definite,yes,,https://he.wikipedia.org/wiki/%D7%93%D7%99%D7%A8_%D7%90%D7%9C-%D7%90%D7%A1%D7%93,129452_the_town_of_deir_al-assad_PikiWiki_Israel.jpg,https://crusaderatlas.com/?site=church-of-st-george-deir-al-asad,https://crusaderatlas.com/sites/church-of-st-george-deir-al-asad/
site/siege-of-damietta-1218-1219,site,Siege of Damietta (1218–1219),Fifth Crusade siege of Damietta | Siege of Dumyat,,,Siege,Military engagement,,"In May 1218 the vanguard of the Fifth Crusade sailed into the eastern mouth of the Nile and dropped anchor opposite Damietta — the Ayyubid port that controlled the approach to Cairo. The city was protected by a great chain-tower standing in midstream and a second iron chain anchored to the eastern bank. Frisian pilgrims and John of Brienne's knights spent three months building a floating siege engine — two round ships lashed together into a castle designed by the German chronicler Oliver of Paderborn — and on 24 August 1218 used it to scale and capture the chain-tower. Sultan al-Adil reportedly died of shock on hearing the news; his son al-Kamil inherited the war.

The siege that followed lasted fifteen more months. Al-Kamil twice offered to return Jerusalem, Bethlehem and the whole Christian coast as far as the Jordan in exchange for a Crusader withdrawal. The papal legate Pelagius Galvani refused both offers over John of Brienne's furious objection, insisting on total victory. Disease, famine and a Nile flood that drowned the Christian camp thinned the besieging army through the winter; another famous visitor, a small Italian friar named Francis of Assisi, crossed the lines in September 1219 and spent several days unmolested in al-Kamil's tent attempting to convert him. On 5 November 1219 the garrison — reduced, by the crusaders' own count, from perhaps seventy thousand to around three thousand starving survivors — opened the gates, and the Franks found the streets lined with the unburied dead.

The Fifth Crusade held the port for less than two years. An advance on Cairo in the summer of 1221 ended in catastrophe at al-Mansurah when al-Kamil opened the Nile sluices and trapped the Frankish army between the branches of the river; Damietta was surrendered back on 8 September 1221 as the price of Pelagius's release. The siege is remembered in the chronicles as the hinge of the Fifth Crusade — a year of engineering brilliance, two refused peace offers that would have restored Jerusalem without a blow, and the first recorded diplomatic encounter between a sitting sultan of Egypt and a Christian saint.",,"Damietta (Dumyat), Egypt",31.41667,31.82139,approximate,Egypt,,,,,https://en.wikipedia.org/wiki/Siege_of_Damietta_(1218%E2%80%931219),Q742693,,,coordinate source: wikipedia; coordinate status: uncertain; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Location is approximate. Coordinates flagged uncertain in source.,,,,,Capturing_Damiate.jpg,https://crusaderatlas.com/?site=siege-of-damietta-1218-1219,https://crusaderatlas.com/sites/siege-of-damietta-1218-1219/
site/aqaba-fortress,site,Aqaba Fortress,Aqaba Castle | Mamluk Castle of Aqaba | Qasr al-Aqaba,,,Major castle / fortress,Fortification,,"The Aqaba Fortress — Qasr al-Aqaba, also called the Mamluk Castle — is a fortified caravanserai on the northern beach of the Gulf of Aqaba. Its present fabric dates mainly to the early sixteenth century, when the Mamluk sultan Qansuh al-Ghuri rebuilt earlier fortifications on the site to guard the hajj road running south from Cairo to Mecca and Medina.

The Crusaders had briefly dominated this corner of the Red Sea. From about 1116, Baldwin I's island castle of Île de Graye on Pharaoh's Island, a few kilometres off the Aqaba shore, taxed pilgrim shipping and caravans passing between Egypt and the Hejaz until Saladin's forces recovered it in 1170. The Mamluk and later Ottoman fortress reoccupied the same strategic choke-point three centuries later, policing the same pilgrim traffic that the Frankish garrison had once preyed on.

In the century before the First World War the Ottomans used the caravanserai increasingly as a military stronghold. It was taken by the Arab Revolt forces of Sharif Hussein, Auda abu Tayi and T. E. Lawrence on 6 July 1917 in the famous overland assault from Wadi Rum that opened the southern flank of the Hejaz campaign.",,"Aqaba, Jordan",29.521756,35.00203,verified,Jordan,,,,,https://en.wikipedia.org/wiki/Aqaba_Fortress,Q4782454,,,coordinate source: wikipedia; coordinate status: verified; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,definite,yes,,,aqaba_fortress.jpg,https://crusaderatlas.com/?site=aqaba-fortress,https://crusaderatlas.com/sites/aqaba-fortress/
site/church-of-st-anne-khirbet-sandhanna,site,Church of St. Anne (Khirbet Sandhanna),"Khirbet Sandahanna | Sandhanna church | Sandahanna | St. Anne, Maresha",,,Church or religious site,Religious site,,"A Crusader-era basilica rebuilt over a Byzantine predecessor on the southern edge of the Lordship of Bethgibelin, at the site of ancient Maresha. The Arabic toponym 'Khirbet Sandahanna' — the ruin of Saint Anne — preserves the dedication. The freestanding eastern apse with its half-dome vault is the most intact surviving element; the church was abandoned after Saladin's reconquest in 1187 and never restored. Today the ruins lie within Beit Guvrin-Maresha National Park.",,"Beit Guvrin-Maresha National Park, Israel",31.597,34.9006,approximate,Israel,,Kingdom of Jerusalem,Royal Domain - Jerusalem,,https://en.wikipedia.org/wiki/Beit_Guvrin-Maresha_National_Park,Q2407530,,,coordinate status: uncertain; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Location is approximate. Coordinates flagged uncertain in source.,no,partial,,https://he.wikipedia.org/wiki/%D7%97%D7%95%D7%A8%D7%91%D7%AA_%D7%A1%D7%A0%D7%93%D7%97%D7%A0%D7%94,Church of St anne Beit Guvrin.jpg,https://crusaderatlas.com/?site=church-of-st-anne-khirbet-sandhanna,https://crusaderatlas.com/sites/church-of-st-anne-khirbet-sandhanna/
site/akeldama-chaudemar-crusader-charnel-house,site,Akeldama / Chaudemar — Crusader Charnel House,Akeldama | Hakeldama | Aceldama | Haceldama | Chaudemar | Field of Blood | Hakl ed-Damm,,,Church or religious site,Religious site,,"South of Jerusalem, on the slope of the Valley of Hinnom, lies Akeldama, the ""Field of Blood"" traditionally linked to Judas Iscariot and the potter's field. In the 12th century, the Crusaders built here a large vaulted charnel house known as Chaudemar, where the bones of dead pilgrims, knights, and patients from the Hospitaller hospital near the Holy Sepulchre were gathered. The site combined biblical memory, burial practice, and Crusader devotion: to be buried in the holy soil of Jerusalem, close to the city of resurrection and judgment, gave this grim ruin powerful spiritual meaning.",,"Southern slope of the Valley of Hinnom, Jerusalem",31.76841,35.23288,verified,Israel,,Kingdom of Jerusalem,Royal Domain - Jerusalem,,https://en.wikipedia.org/wiki/Akeldama,Q886458,,,coordinate source: wikipedia; coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,no,yes,,https://he.wikipedia.org/wiki/%D7%97%D7%A7%D7%9C_%D7%93%D7%9E%D7%90,Akeldama-Chaudemar-Charnel-House.jpg,https://crusaderatlas.com/?site=akeldama-chaudemar-crusader-charnel-house,https://crusaderatlas.com/sites/akeldama-chaudemar-crusader-charnel-house/
site/st-cleophas-church-al-qubeiba,site,"St. Cleophas Church, Al-Qubeiba","Al-Qubeiba Church | Sanctuary of Emmaus, El Qubeibeh | Parva Mahomeria | Cleopas' House | Castellum Emmaus",,,Church or religious site,Religious site,,"St. Cleophas Church stands at Al-Qubeiba, a village about 11 km northwest of Jerusalem along an old Roman road. In the 12th century the Crusaders established a Frankish settlement here called Parva Mahomeria (""the little dome,"" the same meaning as the Arabic name); the village is mentioned in a 1159 charter defining its borders with Beit 'Anan. Excavations beneath and around the present church have uncovered the remains of a Crusader basilica — traditionally identified with the ""house of Cleopas"" — together with a row of medieval village houses lining the old road. The Franciscan Custody of the Holy Land acquired the ruins in 1861 (donated by the Marquise Pauline de Nicolay) and rebuilt the present sanctuary in 1902 with the permission of Sultan Abdul Hamid II, incorporating the exposed 12th-century foundations. Al-Qubeiba is one of the three main candidates traditionally identified with the New Testament Emmaus; the Franciscans adopted it as such from the 14th century. The visible church above ground is the 1902 reconstruction, but the Crusader-era basilica foundations and adjoining village houses excavated at the site are genuine.",,"Al-Qubeiba, ~11 km northwest of Jerusalem, West Bank",31.8404,35.1352,verified,Israel,,Kingdom of Jerusalem,Royal Domain - Jerusalem,,https://en.wikipedia.org/wiki/St._Cleophas_Church,Q1742712,,,coordinate source: wikipedia; coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,no,partial,,https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A1%D7%99%D7%99%D7%AA_%D7%90%D7%9C-%D7%A7%D7%95%D7%91%D7%99%D7%99%D7%91%D7%94,Church-of-St-Cleophas.jpg,https://crusaderatlas.com/?site=st-cleophas-church-al-qubeiba,https://crusaderatlas.com/sites/st-cleophas-church-al-qubeiba/
site/jifna-crusader-site-of-jifna,site,Jifna / Crusader Site of Jifna,Jifna | Jafenia | Jafenie | Jifneh | Gophna,,,Tower or smaller fortified site,Fortification,,"Jifna sits about 23 km north of Jerusalem on the old road to Nablus. The Crusaders held it from 1099 onward as the small lordship of Jafenia (the form ""Raymundus de Jafenia"" appears in a 1182 charter). At its centre they built a fortified courtyard manor with a monumental gate guarded by a portcullis, a large vaulted hall, and thick walls of well-cut masonry — substantial remains of which still stand in the village core. They also partially rebuilt the older church of St. George with salvaged Byzantine masonry; it fell into ruin again after Saladin's victory in 1187. Later massive walls in the centre of the village are in an Arab post-Crusader style and should not be conflated with the twelfth-century work. Jifna is one of the better-preserved examples of a Frankish rural manor in the Latin Kingdom.",,"Jifna, ~23 km north of Jerusalem, West Bank",31.9619,35.2156,verified,Israel,,Kingdom of Jerusalem,Lordship of Nablus,,https://en.wikipedia.org/wiki/Jifna,Q6192257,,,coordinate source: wikipedia; coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,definite,yes,,https://he.wikipedia.org/wiki/%D7%92%27%D7%99%D7%A4%D7%A0%D7%94,Jifna-Crusader-Manor.jpg,https://crusaderatlas.com/?site=jifna-crusader-site-of-jifna,https://crusaderatlas.com/sites/jifna-crusader-site-of-jifna/
site/khan-as-sawiya-khirbet-berkit,site,Khan as-Sawiya (Khirbet Berkit),Khan as-Sawiya | Khan as-Sawiyah | Khirbet Berkit | Khirbet Berqit | As-Sawiya khan | Borceos,,,Tower or smaller fortified site,Fortification,,"Khan as-Sawiya, also called Khirbet Berkit, is a small square ruined caravanserai on the edge of the village of As-Sawiya, roughly 15–18 km south of Nablus on the old road to Jerusalem. Its walls still stand to some height and the corners are built with drafted ashlars — a masonry style strongly associated with Frankish secular building in the twelfth century, though the technique was reused by later builders as well. Pottery sherds of Crusader and Ayyubid date have been recovered from the site and the village itself is recorded as Muslim-inhabited during the twelfth and thirteenth centuries. The Khan is included in Pringle's catalogue of secular buildings in the Latin Kingdom, but no medieval document directly names it; its Crusader-period attribution rests on its architecture and surface finds rather than on written evidence. The 19th-century explorer C. W. Wilson tentatively identified the ruin with Borceos, a town mentioned by Josephus on the border between Samaria and Judea.",,"Edge of As-Sawiya village, ~15–18 km south of Nablus, West Bank",32.0847,35.2578,approximate,Israel,,Kingdom of Jerusalem,Lordship of Nablus,,https://en.wikipedia.org/wiki/As-Sawiya,Q4802836,,,coordinate source: wikipedia; coordinate status: uncertain; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Location is approximate. Coordinates flagged uncertain in source. Fortified status not definitive (recorded as 'possible').,possible,yes,,https://he.wikipedia.org/wiki/%D7%90-%D7%A1%D7%90%D7%95%D7%95%D7%99%D7%94,Khan-as-Sawiya.jpg,https://crusaderatlas.com/?site=khan-as-sawiya-khirbet-berkit,https://crusaderatlas.com/sites/khan-as-sawiya-khirbet-berkit/
site/house-of-arches-lod-lydda,site,House of Arches (Lod / Lydda),בית הקשתות | Beit HaKashtot,,,Tower or smaller fortified site,Fortification,,"The House of Arches (Beit HaKashtot) is a large kurkar-sandstone building in the Old City of Lod — the town the Crusaders knew as Lydda, seat of a Latin bishop and the centre of the cult of Saint George. It is built as three successive ranges of broad arches carrying cross-vaults roofed with shallow domes, each range raised in a different era, so a single structure preserves several centuries of building. Its documented life is industrial: through the Ottoman period and the British Mandate, down to 1948, it worked as an olive-oil press (a bet bad), one of many in Lod, and the stone crushing basins still stand inside. The Crusader link is suggested rather than proven. Local heritage accounts attribute the monumental arches of the northern range to the Crusader period — possibly the substructure of a hall or grand public building — and the smaller central arches to the Mamluk period, with the simpler southern range Ottoman. The published archaeological surveys, however, describe only the oil-press phase and do not confirm a twelfth-century date, so the Crusader attribution is best treated as a local tradition awaiting excavation rather than an established fact. The building survives in sound structural condition and is earmarked for conservation within the regeneration of Lod's Old City.",,"Old City of Lod (Lydda), Israel",31.95296,34.90115,verified,Israel,,Kingdom of Jerusalem,County of Jaffa and Ascalon,,https://en.wikipedia.org/wiki/Lod,Q207540,,,coordinate source: heritage_survey; coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,no,yes,,https://he.wikipedia.org/wiki/%D7%9C%D7%95%D7%93,136169_lod_house_of_arches_PikiWiki_Israel.jpg,https://crusaderatlas.com/?site=house-of-arches-lod-lydda,https://crusaderatlas.com/sites/house-of-arches-lod-lydda/
lordship/lordship-of-arsuf,lordship,Lordship of Arsuf,,,,Lordship / fief,Territorial lordship,Lordship,"Situated north of Jaffa, the Lordship of Arsuf (known contemporaneously as Arsur) was a vital coastal waypoint, heavily forested and strategically challenging to maneuver large armies through. Following its capture in 1101 by Baldwin I, it was maintained directly as a royal domain until approximately 1163, when it was established as an independent lordship under John of Arsuf. The town required a garrison levy of fifty sergeants. Arsuf famously served as the backdrop for the 1191 Battle of Arsuf, a defining engagement of the Third Crusade wherein Richard the Lionheart secured a tactical victory over Saladin.

In the thirteenth century, the lordship passed to the Ibelin family via the marriage of Melisende of Arsuf to John of Ibelin. Recognizing the acute vulnerability of their position against modernized siege tactics, Balian of Arsuf constructed an expansive new castle, a fortified harbor, and modernized defensive walls in 1241.

However, the economic strain of maintaining coastal fortresses against mounting Mamluk pressure proved insurmountable for secular lords. In 1261, the Ibelins sold Arsuf to the Knights Hospitaller. Despite their formidable martial reputation, the Hospitallers could not hold the city; it fell to Baibars in 1265 after a brutal forty-day siege, resulting in its total and permanent destruction.",,Capital: Subeibe / Banias,32.145356,34.901019,polygon centroid (approximate),,,Kingdom of Jerusalem,Lordship of Arsuf,,,,,,"Centroid computed from the project's approximate lordship polygon; lordship boundaries are schematic, not surveyed.; capital: Subeibe / Banias",Lordship borders are approximate / schematic and shifted over time.,,,,,,https://crusaderatlas.com/?fief=lordship-of-arsuf,https://crusaderatlas.com/lordships/lordship-of-arsuf/
lordship/lordship-of-suhete,lordship,Lordship of Suhete,,,,Lordship / fief,Territorial lordship,Lordship,"The Terre de Suète (al-Sawad) was not a traditional enclosed lordship, but rather a highly volatile, demilitarized frontier region east of the Sea of Galilee, encompassing the fertile Hauran up to Deraa and the Zarqa river. Recognized for its dark basalt soil, the region was the primary corn and grain-producing belt of the Levant. Because neither the Kingdom of Jerusalem nor the Emirate of Damascus could exert absolute military supremacy over the plains, the region operated as a unique economic condominium.

By treaty, the agricultural output and revenues of the Suhete were divided equally—a third to the Franks, a third to Damascus, and a third to the indigenous peasantry. To enforce their claims and protect their share of the harvest, the Franks maintained the impregnable cave-fortress known as the Cave de Sueth (al-Habis Jaldak), built directly into the cliffs overlooking the Yarmouk River. Initially, the kingdom deployed forty knights to secure this region, reflecting its high strategic value.

There was no single “Lord of Suhete”; rather, its revenues were managed collectively by the Princes of Galilee, the Abbey of St. Mary of Josaphat, and the military commanders of the cave. The delicate condominium arrangement collapsed entirely following the Battle of Hattin in 1187, after which the region fell permanently under Islamic control.",,Capital: Subeibe / Banias,32.950827,35.770269,polygon centroid (approximate),,,Kingdom of Jerusalem,Lordship of Suhete,,,,,,"Centroid computed from the project's approximate lordship polygon; lordship boundaries are schematic, not surveyed.; capital: Subeibe / Banias","Lordship borders are approximate / schematic and shifted over time. As an economic condominium and frontier zone, the Suhete lacked a hereditary list of titled lords, being managed instead by institutional stakeholders.",,,,,,https://crusaderatlas.com/?fief=lordship-of-suhete,https://crusaderatlas.com/lordships/lordship-of-suhete/
lordship/lordship-of-nablus,lordship,Lordship of Nablus,,,,Lordship / fief,Territorial lordship,Lordship,"The Lordship of Nablus functioned as a crucial administrative, agricultural, and political hub in the central highlands of Samaria. Captured in 1099, the city and its surrounding environs were technically maintained as royal domain for much of the early twelfth century. Reflecting its royal status, it was heavily governed by a viscount who acted as the monarch’s direct administrative and judicial representative. In 1120, the city hosted the pivotal Council of Nablus, an assembly of secular and ecclesiastical leaders that established the foundational legal canons of the Latin East.

Over time, Nablus transitioned into a distinct, highly productive hereditary lordship. It was briefly held by Pagan the Butler before passing into the hands of the Milly family, most notably Philip of Milly, who held it until formally exchanging it for the Lordship of Oultrejourdain in 1161. Following this, the lordship was bestowed upon Queen Maria Comnena as her dower by her first husband, King Amalric I. Through her subsequent marriage to Balian of Ibelin in 1177, Nablus effectively integrated into the expanding power base of the Ibelin dynasty.

Demographically, the city retained a significant indigenous population, and economically, it was an engine of production, owing a formidable eighty-five knights and three hundred sergeants to the kingdom’s defense. The lordship fell during the catastrophic aftermath of Hattin in 1187.",,Capital: Nablus,32.154012,35.301241,polygon centroid (approximate),,,Kingdom of Jerusalem,Lordship of Nablus,,,,,,"Centroid computed from the project's approximate lordship polygon; lordship boundaries are schematic, not surveyed.; capital: Nablus",Lordship borders are approximate / schematic and shifted over time.,,,,,,https://crusaderatlas.com/?fief=lordship-of-nablus,https://crusaderatlas.com/lordships/lordship-of-nablus/
lordship/lordship-of-hebron,lordship,Lordship of Hebron,,,,Lordship / fief,Territorial lordship,Lordship,"Hebron, known to the Franks as Castellion Saint Abraham, was one of the earliest seigneuries forged in the southern Judean hills. Governed initially by Geldemar Carpenel and Gerard of Avesnes immediately after the 1099 conquest, the territory vacillated frequently between seigneurial rule and direct royal control during the first half of the twelfth century. It functioned as a critical southern defense node protecting the approaches to Jerusalem and had its own sub-vassal, the Lordship of Beth Gibelin, created in 1149.

To optimize defensive logistics in a sparsely populated region, Beth Gibelin was swiftly transferred to the Knights Hospitaller, while the broader Lordship of Hebron was merged with the massive Lordship of Oultrejourdain in 1161, tying the defense of the southern hills to the trans-Jordanian frontier.

Like much of the interior, it fell under Ayyubid control following 1187. Despite a brief reversion to royal domain status in 1191 during the Third Crusade, the region was entirely dismantled by the Khwarazmians in 1244, permanently erasing the Frankish presence.",,Capital: Hebron,30.793663,34.990277,polygon centroid (approximate),,,Kingdom of Jerusalem,Lordship of Hebron,,,,,,"Centroid computed from the project's approximate lordship polygon; lordship boundaries are schematic, not surveyed.; capital: Hebron",Lordship borders are approximate / schematic and shifted over time.,,,,,,https://crusaderatlas.com/?fief=lordship-of-hebron,https://crusaderatlas.com/lordships/lordship-of-hebron/
lordship/lordship-of-beirut,lordship,Lordship of Beirut,,,,Lordship / fief,Territorial lordship,Lordship,"The Lordship of Beirut was an extraordinarily vital commercial and maritime asset for the kingdom. Captured in 1110, the territory was initially granted to Fulk of Guînes and subsequently governed by the Brisebarre family throughout the twelfth century. Technically functioning as a vassal to the Principality of Galilee, Beirut’s economic output—driven by robust maritime trade with Europe—afforded its lords disproportionate influence in the High Court. The seigneury commanded twenty-one knights and managed its own sub-vassals, including the inland lordships of Banias and Chastel Neuf.

The lordship entered its absolute golden age following its acquisition by the House of Ibelin in the late twelfth century. John I of Ibelin (the “Old Lord of Beirut”) constructed a magnificent, highly fortified palace within the city, complete with opulent Byzantine and Islamic architectural influences. This palace served as the operational headquarters of the Ibelin faction during their protracted constitutional and military conflicts against Emperor Frederick II.

The lordship was notably resilient, surviving the disintegration of the inland territories and remaining a Frankish bastion until the final Mamluk eradication of the Crusader states in 1291, by which point it had been reduced to a narrow coastal strip entirely dependent on sea supply.",,Capital: Beirut,33.842647,35.572528,polygon centroid (approximate),,,Kingdom of Jerusalem,Lordship of Beirut,,,,,,"Centroid computed from the project's approximate lordship polygon; lordship boundaries are schematic, not surveyed.; capital: Beirut",Lordship borders are approximate / schematic and shifted over time.,,,,,,https://crusaderatlas.com/?fief=lordship-of-beirut,https://crusaderatlas.com/lordships/lordship-of-beirut/
lordship/lordship-of-toron,lordship,Lordship of Toron,,,,Lordship / fief,Territorial lordship,Lordship,"The Lordship of Toron, positioned in the rugged hinterlands near Tyre, originated as a crucial military outpost designed to project power. The primary castle was constructed by Hugh of Fauquembergues in 1107 to assist in the eventual capture of the then-Muslim-held city of Tyre. Functionally, it operated as a sub-vassal to the Lordship of Beirut and owed a service of fifteen knights to the crown. Despite its subordinate feudal status, its rulers were deeply influential in the kingdom’s politics; Humphrey II served as constable of Jerusalem, and his grandson, Humphrey IV, was a pivotal figure in the succession crises leading up to 1187.

Toron experienced extreme territorial volatility, reflecting the shifting frontier of the late twelfth century. It was occupied by the Ayyubids from 1187 to 1229, and again from 1239 to 1241. Structurally, it possessed its own sub-vassals, including Castel Neuf and the Lordship of Maron.

By 1241, recognizing the impossibility of defending fragmented inland fiefs, the territory was officially merged with the royal domain of Tyre. Furthermore, pieces of the lordship, such as Toron-Ahmud, were sold off to the Teutonic Knights in 1261, showcasing the systematic liquidation of secular inland fiefs to the military orders.",,Capital: Tibnin,33.140152,35.376415,polygon centroid (approximate),,,Kingdom of Jerusalem,Lordship of Toron,,,,,,"Centroid computed from the project's approximate lordship polygon; lordship boundaries are schematic, not surveyed.; capital: Tibnin",Lordship borders are approximate / schematic and shifted over time.,,,,,,https://crusaderatlas.com/?fief=lordship-of-toron,https://crusaderatlas.com/lordships/lordship-of-toron/
