# Descriptions truncated to 500 chars. Full text in geojson/sites.geojson
id,internal_key,name,alternate_names,category,territory,modern_location,lordship,lat,lon,coordinate_precision,fortified_status,visible_remains,harbor,description_truncated,image,wikipedia_en,wikipedia_he
cathedral-of-saint-john-sebastia,"Cathedral of Saint John, Sebastia","Cathedral of Saint John, Sebastia",Nabi Yahya Mosque; Sebastiya Cathedral; St John the Baptist's Cathedral,church,West Bank,"Sebastia, north of Nablus",Lordship of Nablus,32.2769,35.1939,exact,definite,yes,false,"Tradition placed the burial of John the Baptist, the prophets Elisha and Obadiah, and Empress Helena's relics of the Baptist all at Sebastia, on a hilltop above the road north of Nablus. The Crusaders rebuilt an earlier Byzantine church in the twelfth century into a vast Gothic-influenced basilica, second in size in the entire Holy Land only to the Holy Sepulchre itself. The cathedral served as the seat of a Latin bishop and an important pilgrimage destination. After Saladin's victory in 1187 it...",St._John's_crusader_Cathedral_-_panoramio.jpg,https://en.wikipedia.org/wiki/Nabi_Yahya_Mosque,
church-of-the-nativity-bethlehem,Church of the Nativity (Bethlehem),Church of the Nativity (Bethlehem),,church,West Bank,Church of the Nativity (Bethlehem),Royal Domain - Jerusalem,31.7044,35.2075,approximate,definite,yes,false,"The core of the building is a 4th- and 6th-century Byzantine basilica over the grotto venerated as Christ's birthplace, but the Crusaders restored, decorated and embellished it extensively during their 12th-century rule. Between 1165 and 1169, wealthy pilgrims and the imperial dynasties of Byzantium and the Latin Kingdom jointly funded the addition of lavish wall mosaics and column paintings of saints; much of this Comnenian and Frankish decoration survives and was restored in the 2010s.",Mosaics_of_the_Church_of_the_Nativity_(Bethlehem)_01.jpg,https://en.wikipedia.org/wiki/Church_of_the_Nativity,https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A1%D7%99%D7%99%D7%AA_%D7%94%D7%9E%D7%95%D7%9C%D7%93
great-mosque-of-nablus-crusader-church,Great Mosque of Nablus (Crusader Church),Great Mosque of Nablus (Crusader Church),"Al-Jami' al-Kabir, Nablus; Nablus Great Mosque; Cathedral of the Holy Resurrection (Nablus); Church of the Passion (Nablus)",church,West Bank,Old City of Nablus,Lordship of Nablus,32.2204,35.2613,exact,definite,yes,false,"The Great Mosque of Nablus — al-Jami' al-Kabir, the largest and oldest mosque of the Old City — occupies the shell of the Crusader cathedral of the Holy Resurrection (sometimes identified in twelfth-century sources as the Church of the Passion or the Church of St John). The Franks rebuilt an earlier Byzantine basilica into a major three-aisled Romanesque cathedral on this site in the 1160s, when Nablus served as a royal demesne and an occasional refuge for the court. After the city's fall to Sal...",Nablus_Great_Mosque.jpg,https://en.wikipedia.org/wiki/Great_Mosque_of_Nablus,
nabi-samwil,Nabi Samwil,Nabi Samwil,Nebi Samuel; Montjoie; Mons Gaudii; Mount of Joy; Tomb of Samuel,church,West Bank,"Nabi Samwil, north of Jerusalem",Royal Domain - Jerusalem,31.8041,35.1894,exact,definite,yes,false,"Nabi Samwil — 'the prophet Samuel' — stands on the highest hilltop north of Jerusalem and is the traditional site of Samuel's tomb. The Crusaders knew it as Montjoie ('Mount of Joy') because it was here, according to tradition, that the knights of the First Crusade first caught sight of Jerusalem in June 1099. A Premonstratensian monastery and a fortified church were built on the summit in the twelfth century. After the loss of Jerusalem in 1187 the Franks briefly held Nabi Samwil as a forward o...",NebiSamuel2.jpg,https://en.wikipedia.org/wiki/Nabi_Samwil,https://he.wikipedia.org/wiki/%D7%A0%D7%91%D7%99_%D7%A1%D7%9E%D7%95%D7%90%D7%9C
ain-al-habis-cave-castle,Ain al-Habis Cave Castle,Ain al-Habis Cave Castle,Ayn al-Habis; Cave de Suet; Habis Jaldak; 'Ain Habis,major_castle,Golan Heights,"Yarmuk gorge, southern Golan Heights",Lordship of Suhete,32.725,35.722,approximate,definite,partial,false,"Ain al-Habis — known to the Crusaders as Cave de Suet — is one of the most unusual fortifications of the Latin Kingdom: a true cave castle, cut directly into the cliff face of the Yarmuk gorge in the southern Golan Heights. The complex consists of three storeys of natural and enlarged caves linked by internal staircases, with a spring inside the rock that made it almost impossible to starve out. Built or refortified in the twelfth century to control the rich grain country east of the Sea of Gali...",Ain al-habis cave castle.jpg,https://en.wikipedia.org/wiki/Ayn_al-Habis,
nimrod-fortress,Nimrod Fortress,Nimrod Fortress,Qal'at al-Subeiba; Qal'at Namrud; Mivtzar Nimrod; Subeibe,major_castle,Golan Heights,"Mount Hermon foothills, Golan Heights",Lordship of Maron,33.2522,35.7144,exact,definite,yes,false,"Nimrod Fortress is the largest medieval castle in the region, a long, narrow stronghold strung along a rocky ridge at 800 metres elevation on the south-western slopes of Mount Hermon. It was begun in 1229 by al-Aziz 'Uthman, son of the Ayyubid sultan al-Adil, specifically to block a Crusader advance on Damascus through the Banias gap. The Mamluks later expanded it into one of the most elaborate fortresses of the thirteenth century, with huge rectangular towers, secret postern gates, a keep, and ...",מבצר_נמרוד_עמק_החולה_והרי_הגליל_העליון_בבוקר_מושלג.jpg,https://en.wikipedia.org/wiki/Nimrod_Fortress,https://he.wikipedia.org/wiki/%D7%9E%D7%91%D7%A6%D7%A8_%D7%A0%D7%9E%D7%A8%D7%95%D7%93
banias-belinas,Banyas / Banias,Banias (Belinas),Belinas; Paneas; Banias,urban,Golan Heights,"Banias, Golan Heights",Lordship of Maron,33.2486,35.6944,exact,probable,yes,false,"Banias — Belinas to the Franks — lies at the foot of Mount Hermon where one of the main sources of the Jordan emerges. A strategically vital frontier town, it changed hands several times in the twelfth century between the kingdom and Damascus before being finally lost in 1164. Walls, gates and the base of a small castle survive in the archaeological park, alongside earlier Roman and Hellenistic remains.",PikiWiki_Israel_78479_the_corner_tower_in_the_banias_reserve.jpg,https://en.wikipedia.org/wiki/Banias,https://he.wikipedia.org/wiki/%D7%91%D7%A0%D7%99%D7%90%D7%A1_%28%D7%90%D7%AA%D7%A8_%D7%90%D7%A8%D7%9B%D7%90%D7%95%D7%9C%D7%95%D7%92%D7%99%29
deir-al-balah-darum,DAIR AL-BALAH,Deir al-Balah (Darum),Darum; Darom; al-Darum,major_castle,Gaza Strip,"Deir al-Balah, Gaza Strip",Lordship of Darum,31.4181,34.3511,exact,definite,partial,false,"Deir al-Balah — 'the monastery of the date palms' — is the site of the twelfth-century Crusader castle of Darum, built by King Amalric around 1170 on the desert road into Egypt. A four-tower quadrangular castle, it was besieged and rebuilt several times before Saladin finally destroyed it after Hattin. Almost nothing of the castle is visible today in the modern Gaza Strip town.",Deir_al-Balah.jpg,https://en.wikipedia.org/wiki/Deir_al-Balah,https://he.wikipedia.org/wiki/%D7%93%D7%99%D7%A8%20%D7%90%D7%9C-%D7%91%D7%9C%D7%97
great-mosque-of-gaza-crusader-church,Great Mosque of Gaza (Crusader Church),Great Mosque of Gaza (Crusader Church),,church,Gaza Strip,Great Mosque of Gaza (Crusader Church),County of Jaffa and Ascalon,31.5039,34.4636,approximate,definite,yes,false,"Originally a Byzantine church of St John converted to a mosque in early Islamic times and re-converted to a Crusader church in 1150 under the Templars. After Saladin's victory in 1187 the building reverted to a mosque — the Great Mosque of Gaza — but the Templars' Romanesque nave, pointed arches and handsome western portal remained intact and are still clearly visible today as an architectural palimpsest at the heart of the old city.",Great_Mosque_of_Gaza.jpg,https://en.wikipedia.org/wiki/Great_Mosque_of_Gaza,https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%A1%D7%92%D7%93_%D7%94%D7%92%D7%93%D7%95%D7%9C_%D7%91%D7%A2%D7%96%D7%94
battle-of-la-forbie-1244,Battle of La Forbie (1244),Battle of La Forbie (1244),Harbiyya,battle,Gaza Strip,Near Gaza,County of Jaffa and Ascalon,31.6057,34.5464,approximate,,,,"The forgotten catastrophe that sealed the fate of Crusader Palestine. By the 1240s the Crusader states had regained Jerusalem through diplomacy, but their position was fragile. In 1244 a horde of displaced Khwarezmian Turks — refugees from the Mongol conquests in Central Asia — swept through Syria and sacked Jerusalem, driving out its Christian inhabitants for the last time. The Crusaders allied with their former enemy, the Ayyubid rulers of Damascus and Homs, and together they marched to confro...",battle_Battle_of_La_Forbie_1244.jpg,https://en.wikipedia.org/wiki/Battle_of_Forbie,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%91_%D7%94%D7%99%D7%A8%D7%91%D7%99%D7%94
ajloun-castle,Ajloun Castle,Ajloun Castle,Qal'at ar-Rabad; Ajlun Castle; Castle of 'Izz ad-Din Usama,major_castle,Jordan,"Ajloun, northern Jordan",Lordship of Oultrejordain,32.3236,35.7275,exact,definite,yes,false,"Ajloun is the great Ayyubid castle, built specifically as the answer to the Crusader fortresses across the Jordan. Saladin's general 'Izz ad-Din Usama, governor of the Ajloun region, began the work in 1184 to control the iron mines of the surrounding hills, to dominate the northern caravan road from Damascus to Egypt, and — above all — to block the Frankish lords of Belvoir and Kawkab from raiding into the rich agricultural land of the Sawad. A square inner keep with four corner towers was expan...",Ajloun_Castle.jpg,https://en.wikipedia.org/wiki/Ajloun_Castle,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%A2%D7%92%27%D7%9C%D7%95%D7%9F
kerak-castle,Kerak Castle,Kerak Castle,Al-Karak; Crac des Moabites; Karak,major_castle,Jordan,"Al-Karak, Jordan",Lordship of Oultrejordain,31.181111,35.701389,approximate,definite,yes,false,"Perched dramatically on a long Jordanian plateau south of the Dead Sea, Kerak is one of the Levant's most formidable surviving medieval fortresses. Pagan the Butler began building it in the 1140s to anchor the Lordship of Oultrejordain and tax caravans on the King's Highway between Damascus and Egypt. The notorious Raynald of Châtillon made Kerak his base for raids on Muslim pilgrimage traffic, provoking Saladin's 1183 siege — interrupted, according to legend, only so that a noble wedding inside...",Kerak Castle.JPG,https://en.wikipedia.org/wiki/Kerak_Castle,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%9B%D7%A8%D7%9B
shobak-montreal,Shobak (Montreal),Shobak (Montreal),Krak de Montreal; Mons Regalis; Shawbak,major_castle,Jordan,"Shobak, Jordan",Lordship of Oultrejordain,30.528611,35.553333,approximate,definite,yes,false,"Montreal — Mons Regalis, 'the royal mountain' — was founded by King Baldwin I in 1115 on an isolated conical hill in the southern Jordanian highlands. It served as the first seat of the Lordship of Oultrejordain before Kerak was built further north, and from here its lords taxed the caravan and pilgrimage traffic crossing between Syria, Egypt and the Hejaz. The castle withstood Saladin's armies from 1187 onward, finally surrendering in May 1189 after a nearly two-year blockade in which its garri...",Montreal_Castle.jpg,https://en.wikipedia.org/wiki/Montreal_(castle),https://he.wikipedia.org/wiki/%D7%9E%D7%95%D7%A0%D7%A8%D7%90%D7%9C
ahamant-amman-citadel,Ahamant (Amman Citadel),Ahamant (Amman Citadel),Ahemant; Hamant; Philadelphia,urban,Jordan,"Amman Citadel, Jordan",Lordship of Oultrejordain,31.954722,35.934444,approximate,probable,partial,false,"The ancient acropolis of Rabbath-Ammon — classical Philadelphia — briefly served in the twelfth century as the seat of the small lordship of Ahamant, a sub-fief of Oultrejordain. The Franks are documented as holding the site but apparently reused the Byzantine and Umayyad fortifications on the Citadel Hill rather than building anew; archaeologists have yet to isolate a clearly Crusader-period structure. Ahamant slipped back into Muslim control before Hattin, and the name survives only in the lor...",Amman_Citadel_140.JPG,https://en.wikipedia.org/wiki/Amman_Citadel,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%A2%D7%9E%D7%90%D7%9F
wuayra-castle,Wu'ayra Castle,Wu'ayra Castle,al-Wu'aira; al-Wu'ayra; Castellum Vallis Moysis; li Vaux Moysi (Valley of Moses),tower,Jordan,"Wadi Musa, 1 km north of Petra entrance, Jordan",Lordship of Oultrejordain,30.333056,35.465833,approximate,definite,partial,false,"A small spur castle sitting on a narrow ridge about a kilometre north of the entrance to Petra, Wu'ayra — Latin *Castellum Vallis Moysis*, 'Castle of the Valley of Moses' — was founded by Baldwin I as a forward outpost of Montreal, thirty-four kilometres to the north. From its 1,050-metre perch it watched the approaches to Wadi Musa and the trade and pilgrimage roads that skirted the Sharah plateau. More dependent on sheer cliffs than on heavy masonry, its most striking survival is a gatehouse h...",Wu’era_Castle.jpg,https://en.wikipedia.org/wiki/Wu%27ayra_Castle,
church-of-st-mary-kerak-castle,Church of St. Mary (Kerak Castle),Church of St. Mary (Kerak Castle),,church,Jordan,Church of St. Mary (Kerak Castle),Lordship of Oultrejordain,31.1811,35.7014,approximate,definite,yes,false,"Consecrated in 1118 inside the courts of Kerak Castle, this is the largest surviving Crusader church in modern Jordan. Its architecture shows a striking collaboration between Latin architects and local Arab builders: Frankish ribbed vaults and pointed arches sit over locally-dressed ashlar walls, producing a distinctive hybrid of Occitan and Moabite masonry.",Jordan_Kerak_Castle_crusader_church_2491.jpg,https://en.wikipedia.org/wiki/Kerak_Castle,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%9B%D7%A8%D7%9B
castle-of-pharaohs-island,Castle of Pharaoh's Island,Castle of Pharaoh's Island,Île de Graye; Ile de Graye; Jazirat Fara'un; Gezirat Faraun; Coral Island; Salah El-Din Castle; Saladin's Castle; Pharaoh's Island,major_castle,Egypt,"Pharaoh's Island (Jazirat Fara'un), Gulf of Aqaba, Egypt",,29.46352,34.85991,approximate,definite,yes,false,"A small granite island at the northern head of the Gulf of Aqaba carries the southernmost outwork associated with the Kingdom of Jerusalem. Tradition — preserved by William of Tyre — credits King Baldwin I with building a fortress here around 1116 to tax and threaten the Red Sea pilgrim traffic; modern scholarship is cautious, since documented Frankish garrison records are thin. In 1170 Saladin's engineers seized the island and dramatically enlarged the defences, giving the castle its modern Ara...",Salah_El-Din_castle.jpg,"https://en.wikipedia.org/wiki/Castle_of_Saladin,_Pharaoh%27s_Island",
cairo-citadel,Cairo Citadel,Cairo Citadel,Citadel of Saladin; Qal'at al-Jabal; Salah ad-Din Citadel,urban,Egypt,"Mokattam Hills, Old Cairo, Egypt",,30.0294,31.2611,exact,definite,yes,false,"Saladin began the Cairo Citadel in 1176 on a spur of the Mokattam hills overlooking the city. It was a deliberate strategic move: a single fortified enclosure unifying the Fatimid palace city of al-Qahira with the older settlement of al-Fustat, and giving the new Ayyubid sultanate a defensible command centre from which to co-ordinate the wars against the Crusader states. From this citadel Saladin and his heirs directed the campaigns that broke the Kingdom of Jerusalem at Hattin in 1187 and the d...",Flickr_-_HuTect_ShOts_-_Citadel_of_Salah_El.Din_and_Masjid_Muhammad_Ali_قلعة_صلاح_الدين_الأيوبي_ومسجد_محمد_علي_-_Cairo_-_Egypt_-_17_04_2010_(4).jpg,https://en.wikipedia.org/wiki/Citadel_of_Cairo,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%A7%D7%94%D7%99%D7%A8
battle-of-mansurah-1250,Battle of Mansurah (1250),Battle of Mansurah (1250),Al-Mansurah; Mansoura,battle,Egypt,"al-Mansurah, Nile Delta, Egypt",,31.043,31.38,approximate,,,,"Louis IX of France's Seventh Crusade had landed at Damietta in June 1249 and then moved up the eastern arm of the Nile delta toward Cairo. On 8 February 1250, the Crusader vanguard under the king's brother Robert d'Artois forded the Bahr el-Saghir branch of the Nile and surprised an Ayyubid camp at Gideila; flushed with success, Robert ignored orders to wait for the main army and pursued the fleeing Egyptians into the narrow streets of the town of al-Mansurah itself. There the elite Bahri Mamluk...",Mansura.jpg,https://en.wikipedia.org/wiki/Battle_of_Mansurah_(1250),https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%91_%D7%90%D7%9C-%D7%9E%D7%A0%D7%A6%D7%95%D7%A8%D7%94_%281250%29
tyre,Tyre,Tyre,Sur; Sour; Ṣūr; Tyr; Tyrus; Seigneury of Tyre,capital,Lebanon,"Sour (Tyre), South Governorate, Lebanon",Seigneury of Tyre,33.2704,35.2038,approximate,definite,yes,true,"One of the four great ports of the Kingdom of Jerusalem, usually held as part of the royal domain. Besieged for five and a half months by a combined Crusader–Venetian force in 1124 — the Venetian fleet blockading the harbour — and taken on 7 July that year. After the catastrophe at the Horns of Hattin in 1187, Tyre was the only major port of the kingdom to hold out against Saladin, defended heroically by Conrad of Montferrat, whose two defensive victories gave the Third Crusade its base of opera...",Tyre_1187.jpg,"https://en.wikipedia.org/wiki/Tyre,_Lebanon",https://he.wikipedia.org/wiki/%D7%A6%D7%95%D7%A8_(%D7%9C%D7%91%D7%A0%D7%95%D7%9F)
beaufort-castle-lebanon,Beaufort Castle (Lebanon),Beaufort Castle (Lebanon),Qal'at al-Shaqif; Shaqif Arnun; Belfort,major_castle,Lebanon,"Arnoun, Nabatieh Governorate, Lebanon",Lordship of Sidon,33.31917,35.53861,approximate,definite,yes,false,"One of the most striking examples of Crusader military architecture in the Levant, perched on a sheer rock over the Litani. Fulk of Jerusalem captured the site in 1139; the Franks built a roughly triangular fortress (150 × 100 m) in two wards with a 12 × 12 m keep — notable for its Syrian-style ground-floor entrance rather than the usual European first-floor door. Saladin took it after a long siege in 1189–90, during which the Frankish lord Reynald of Sidon famously stalled surrender negotiation...",Beaufort_Castle.jpg,https://en.wikipedia.org/wiki/Beaufort_Castle%2C_Lebanon,https://he.wikipedia.org/wiki/%D7%91%D7%95%D7%A4%D7%95%D7%A8
byblos-castle-gibelet,Byblos Castle (Gibelet),Byblos Castle (Gibelet),Gibelet; Château de Gibelet,major_castle,Lebanon,"Byblos (Jbail), Mount Lebanon Governorate",County of Tripoli,34.12139,35.64806,approximate,definite,yes,true,"Seat of the Genoese Embriaco family, who ruled Gibelet as naval magnates from 1100 until the late thirteenth century. A hybrid castrum–turris plan: roughly square curtain walls with four corner towers enclosing a massive central donjon, surrounded by a moat and faced with reused Roman columns. Saladin took it in 1188 after Hattin and partially dismantled it in 1190; the Franks recovered Byblos in 1197 and rebuilt the defences, which repulsed a Cypriot naval assault as late as 1369.",Byblos_Castle.jpg,https://en.wikipedia.org/wiki/Byblos_Castle,https://he.wikipedia.org/wiki/%D7%98%D7%99%D7%A8%D7%AA_%D7%92%D7%91%D7%9C
cave-de-tyron-fortress-of-niha,Cave de Tyron (Fortress of Niha),Cave de Tyron (Fortress of Niha),Chqif Tayroun; Fortress of Niha; Qal'at Niha,major_castle,Lebanon,"Niha, Chouf District, Lebanon",Lordship of Sidon,33.5389,35.6156,approximate,definite,yes,false,"Troglodyte fortress carved into a sheer 100-metre cliff over the Bisri and Aray valleys, guarding the road between Sidon and the Beqaa. First mentioned in 975 CE and held by Druze leaders in the early twelfth century, it was integrated into the Lordship of Sidon around 1170. Rock-cut chambers, deep silos, and a spring-fed cistern system allowed it to withstand long sieges. Sold to the Teutonic Knights by Julian of Sidon in 1256; lost in 1261; rebuilt by Baibars in 1270.",Cave_de_Tyron.jpg,https://en.wikipedia.org/wiki/Fortress_of_Niha,
citadel-of-raymond-de-saint-gilles-tripoli,Citadel of Raymond de Saint-Gilles (Tripoli),Citadel of Raymond de Saint-Gilles (Tripoli),Château du Mont-Pèlerin; Castellum Montis Peregrini; Qal'at Sān Jīl; Citadel of Tripoli,major_castle,Lebanon,"Tripoli, North Governorate, Lebanon",County of Tripoli,34.43583,35.83306,approximate,definite,partial,true,"Headquarters of the County of Tripoli for a century and a half, built from 1102 onward by Raymond IV of Toulouse on Mount Pilgrim two miles from the old city to blockade Tripoli. The city finally fell to the Crusaders in July 1109. Sultan Qalawun captured it in 1289, burning the Mont Pèlerin quarter; the hilltop lay abandoned for eighteen years before the Mamluks regarrisoned it. Very little original Frankish masonry survives — the present citadel is largely a nineteenth-century Ottoman restorat...",Citadel_of_Tripoli.jpg,https://en.wikipedia.org/wiki/Citadel_of_Raymond_de_Saint-Gilles,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%A8%D7%9E%D7%95%D7%9F_%D7%93%D7%94_%D7%A1%D7%9F-%D7%96%27%D7%99%D7%9C
deir-kifa-castle,Deir Kifa Castle,Deir Kifa Castle,Maron Castle; Qal'at Deir Kifa,major_castle,Lebanon,"Deir Kifa, Tyre District, Lebanon",Lordship of Toron,33.2372,35.3775,approximate,definite,partial,false,"Sprawling 17,000-m² Crusader castle with 12-metre walls, seven towers, 365 wells, four springs, and extensive subterranean cellars and stables — one of the largest surviving plan castles of southern Lebanon. Tradition associates its renovation with a French commander called Miron, hence the alternate name 'Maron Castle'. Levelled by Sultan Qalawun in 1289 and partially restored in the mid-eighteenth century by Sheikh Abbas al-Nassar al-Waeli.",,https://en.wikipedia.org/wiki/Deir_Kifa,https://he.wikipedia.org/wiki/%D7%93%D7%99%D7%A8_%D7%9B%D7%99%D7%A4%D7%90
gibelacar-akkar-castle,Gibelacar (Akkar Castle),Gibelacar (Akkar Castle),Hisn Ibn Akkar; Qal'at 'Akkar; Akkar el-Atika,major_castle,Lebanon,"Akkar Governorate, Lebanon",County of Tripoli,34.5396,36.2051,approximate,definite,partial,false,"Spur castle on a 700-metre ridge between two ravines of the Nahr Akkar, guarding the Homs Gap road 27 km south of Krak des Chevaliers. Ceded by the Burids in 1109, held by the Puylaurens family, then assigned to the Hospitallers by King Amalric I after the 1170 earthquake. Captured by Nur ad-Din in 1167 and recovered; finally taken by Sultan Baibars on 11 May 1271, immediately after the fall of Krak des Chevaliers.",,https://en.wikipedia.org/wiki/Gibelacar,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%A2%D7%9B%D7%90%D7%A8
nephin-anfeh,Nephin (Anfeh),Nephin (Anfeh),Nephin; Anfeh; Enfeh,major_castle,Lebanon,"Anfeh, Koura District, Lebanon",County of Tripoli,34.35,35.7333,approximate,definite,fragmentary,false,"Peninsular fief of the Counts of Tripoli, built on a Phoenician site where the Crusaders executed one of the great engineering feats of the Middle Ages: a sea-level moat cut over 100 yards through living rock, severing the citadel from the mainland. The Lords of Nephin became notorious robber barons preying on Jerusalem–Tripoli traffic. Sultan Qalawun demolished the castle so thoroughly in 1289 that only the rock-cut moat survives.",Nephin_Anfeh.jpg,https://en.wikipedia.org/wiki/Anfeh,
sidon-sea-castle,Sidon Sea Castle,Sidon Sea Castle,Qal'at al-Bahr; Château de la Mer de Sidon,major_castle,Lebanon,"Sidon (Saida), South Governorate, Lebanon",Lordship of Sidon,33.5714,35.3672,approximate,definite,yes,true,"Marvel of maritime engineering built in 1228 by the Knights Hospitaller on a small rocky island connected to Sidon's port by an 80-metre causeway. The Crusaders deliberately chose an islet that had housed an ancient Phoenician temple to Melqart, reusing the submerged foundations. The lower phase of the east tower is Frankish; the Mamluks partially destroyed and then rebuilt the upper tower and extended the causeway after taking Sidon.",Sidon_Sea_Castle.jpg,https://en.wikipedia.org/wiki/Sidon_Sea_Castle,https://he.wikipedia.org/wiki/%D7%9E%D7%91%D7%A6%D7%A8_%D7%94%D7%99%D7%9D_%D7%91%D7%A6%D7%99%D7%93%D7%95%D7%9F
smar-jbeil-castle,Smar Jbeil Castle,Smar Jbeil Castle,Castle of Smar Jbeil,major_castle,Lebanon,"Smar Jbeil, Batroun District, Lebanon",County of Tripoli,34.2772,35.7167,approximate,definite,yes,false,"Twelfth-century Crusader castle above the Batroun district with deep pre-Crusader history — Maronite Patriarch St John Maron took refuge here in 685 CE. Built in three phases over a Roman-period necropolis as a tower-and-bailey fortress: central donjon on a rock podium, curtain walls, four corner towers, a rock-cut ditch and a barbican at the entrance. It later passed to the Khazin family; damaged in the 1630 earthquake and restored the following year.",Smar_Jbeil.jpg,https://en.wikipedia.org/wiki/Castle_of_Smar_Jbeil,
toron-tibnin,Toron (Tibnin),Toron (Tibnin),Tibnin; Tibnine; Château de Toron,major_castle,Lebanon,"Tibnin, Bint Jbeil District, Lebanon",Lordship of Toron,33.1944,35.4114,approximate,definite,partial,false,"Spur castle on a steep Bronze Age tell at 725 metres, built in 1106 by Hugh of Fauquembergues, Prince of Galilee, to pressure the still-Muslim port of Tyre. Originally defended by twelve rectangular towers and a massive southern donjon; seat of the Humphrey family, Lords of Toron. Fell to Saladin after Hattin in 1187; the Ayyubid sultan al-Mu'azzam secretly dismantled it in 1219 to deny it to the Fifth Crusade. Frederick II recovered it diplomatically in 1229, and it resisted a Khwarezmian attac...",Toron_Tibnin.jpg,https://en.wikipedia.org/wiki/Toron,
batroun,Batroun,Batroun,Botrun; Boutron; Lordship of Botrun,urban,Lebanon,"Batroun, North Governorate, Lebanon",County of Tripoli,34.2556,35.6583,approximate,probable,fragmentary,false,"Coastal town captured in 1104 and held as the Lordship of Botrun until the Mamluk conquest of 1289, when Sultan Qalawun destroyed the citadel so completely that its exact site has been lost. The lordship produced a long line of counts but left no upstanding Frankish fortifications; the picturesque stretch of Phoenician sea-wall sometimes pointed out in the modern town predates the Crusaders entirely.",Batroun.jpg,https://en.wikipedia.org/wiki/Batroun,https://he.wikipedia.org/wiki/%D7%91%D7%AA%D7%A8%D7%95%D7%9F_%28%D7%9C%D7%91%D7%A0%D7%95%D7%9F%29
beirut-castle,Beirut Castle,Beirut Castle,Château de Beyrouth; Beyrouth Castle,urban,Lebanon,"Beirut, Lebanon (demolished)",Lordship of Beirut,33.9043,35.5075,approximate,definite,no,true,"Crusader-built coastal fortification guarding the port of Beirut, held by the Ibelin family as the Lordship of Beirut and a crucial defensive node for the central Levant. Demolished in the late nineteenth century during Ottoman urban expansion; only sparse archaeological remains survive beneath the modern city centre.",Beirût_castle_colored.jpg,https://en.wikipedia.org/wiki/Lordship_of_Beirut,
hasbaya-castle,Hasbaya Castle,Hasbaya Castle,Château de Hasbaya; Emir Shahib's Castle,urban,Lebanon,"Hasbaya, Nabatieh Governorate, Lebanon",Lordship of Sidon,33.3978,35.6861,approximate,probable,yes,false,"Frankish square tower guarding the approaches to Mount Hermon, held by a Crusader identified in local tradition as Count Oran. Lost to the Chehab dynasty in 1171 after fierce fighting with the Druze, themselves formidable warriors resisting the Frankish penetration of the mountains. The Chehabs expanded the Crusader tower into a 65-room palatial complex decorated with Renaissance wall paintings, occupying it as a family seat for over eight centuries.",Hasbaya_Castle.jpg,https://en.wikipedia.org/wiki/Hasbaya,https://he.wikipedia.org/wiki/%D7%97%D7%90%D7%A6%D7%91%D7%99%D7%90
saint-louis-castle-sidon,Saint Louis Castle (Sidon),Saint Louis Castle (Sidon),Qalaat al Muizz; Sidon Land Castle; Château Saint-Louis,urban,Lebanon,"Sidon (Saida), South Governorate, Lebanon",Lordship of Sidon,33.5594,35.3761,approximate,definite,yes,true,"Landward counterpart to the Sidon Sea Castle, perched on Sidon's ancient acropolis over a tenth-century Fatimid citadel, itself built on demolished classical structures. The site was devastated by an Ayyubid attack in 1249, and completely reconstructed in 1254 by French Crusaders during Louis IX's occupation of the city. Together with the Sea Castle it made Sidon one of the most imposing Frankish strongholds on the coast until it was sacked by the Mongols under Kitbuqa in 1260.",Saint_Louis_Castle.jpg,https://en.wikipedia.org/wiki/Saint_Louis_Castle,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%94%D7%99%D7%91%D7%A9%D7%94_%D7%91%D7%A6%D7%99%D7%93%D7%95%D7%9F
arqa-archas,Arqa (Archas),Arqa (Archas),Archas; Arca; Tell Arqa,tower,Lebanon,"Arqa, Akkar District, Lebanon",County of Tripoli,34.5333,36.05,approximate,definite,fragmentary,false,Chokepoint fortress on the roads from Tripoli to Tartus and Homs. Raymond of Toulouse besieged it unsuccessfully for three months in 1099 during the First Crusade; William II Jordan finally took it in 1108 and incorporated it into the County of Tripoli. The castle resisted Nur ad-Din in 1167 and 1171 before falling to Baibars in 1265–66.,Arqa.jpg,https://en.wikipedia.org/wiki/Arqa,https://he.wikipedia.org/wiki/%D7%A2%D7%A8%D7%A7%D7%90
